protein,det_rate_train_val,det_rate_test,log2_mean_train_val,log2_sd_train_val,log2_mean_test,log2_sd_test
NPP1,0.5791471310560393,0.5969914683430624,17.267467,0.8911671,17.24271,0.88602495
NPP2,0.036726947979459704,0.13066906151773686,15.380731,0.62830925,16.04542,0.65389806
NPR1,0.9933020763563295,0.9970812752581949,21.332453,0.9528996,21.30306,0.9263017
NPR2,0.8280866264791248,0.8376740008980692,18.42452,1.562529,18.487894,1.5309378
NPR3,0.8958472873409243,0.8879658733722496,18.925905,1.3453541,19.11978,1.4122361
NPT1,0.9997767358785443,1.0,23.77198,0.68985975,23.958963,0.64825046
NPY1,0.9674034382674704,0.5543331836551414,21.162357,0.47163808,20.9873,0.80233234
NQM1,0.9998883679392722,1.0,25.20289,1.4850413,25.647356,1.6218985
NRD1,0.9986604152712659,0.9991019308486754,22.698656,0.6075332,22.680227,0.5971784
NRG1,0.6818486269256531,0.7260889088459811,18.540466,1.0593841,18.630413,1.0979298
NRK1,0.7929225273498549,0.7413560844185002,19.303753,0.62433887,19.10585,0.5753302
NRM1,0.6822951551685644,0.6564885496183206,19.180744,0.94035745,19.32509,0.9880542
NRP1,0.69803527573119,0.6944319712617871,20.252258,1.2438501,20.319174,1.2367663
NRT1,0.0933244027684751,0.10597215985630894,20.30151,1.0547756,20.389406,0.9462853
NSA1,0.9945300290243357,0.997305792546026,22.743324,0.5143633,22.744627,0.50094336
NSA2,0.9946416610850636,0.9966322406825325,22.335577,0.90328133,22.428104,0.87716824
NSE1,0.5467738334449654,0.5305343511450382,18.138678,1.0312948,18.236454,0.9889964
NSE3,0.6073900424201831,0.6100134710372699,17.617144,0.7927969,17.694557,0.8277186
NSE4,0.29437374413931683,0.2469690166142793,16.128113,0.9142564,16.067118,0.8778566
NSE5,0.11129716454565751,0.10642119443197126,20.28718,1.0012226,20.314909,0.97088796
NSG1,0.9745478901540523,0.987651549169286,21.151726,0.5887587,21.176128,0.6112118
NSG2,0.9132618888144675,0.9342164346654692,19.552103,1.5531224,19.46563,1.5096688
NSI1,0.49698593436034827,0.35518634934889987,18.232464,0.7724559,18.156624,0.75305134
NSL1,0.17582049564634963,0.1650202065559048,16.27068,0.8998134,16.260622,0.8764539
NSP1,0.9982138870283546,0.9988774135608441,24.674175,1.0263451,24.705585,1.0106616
NSR1,0.9998883679392722,1.0,25.777494,0.76549107,25.881231,0.7734333
NST1,0.923532038401429,0.8929052537045352,18.3953,0.86140484,18.390768,0.84021837
NTA1,0.9186202277294039,0.9101930848675348,20.153463,1.0349004,20.103094,1.0194887
NTC20,0.794262112078589,0.7420296362819937,17.975899,0.8741119,17.932734,0.8769622
NTE1,0.9621567314132619,0.9764256847777278,20.351263,0.98073035,20.352442,0.96562713
NTF2,0.9997767358785443,1.0,26.158104,0.81416565,26.155476,0.8225612
NTG1,0.20261219022103147,0.1850022451728783,16.85564,1.3185047,16.872494,1.3391056
NTG2,0.0778075463273052,0.06219128872923215,15.424673,0.8262465,15.381739,0.78191113
NTH1,0.9996651038178165,1.0,24.016209,0.8455517,24.102486,0.9615976
NTH2,0.9595891940165215,0.9802424786708577,20.3603,1.3553394,20.545452,1.4265733
NTO1,0.07624469747711543,0.06713066906151774,17.152954,0.6789378,17.096657,0.61705357
NTR2,0.40567090868497435,0.3502469690166143,16.572529,0.78838706,16.532448,0.79280233
NUC1,0.9960928778745256,0.998652896273013,22.244825,0.61665833,22.22195,0.585716
NUD1,0.703616878767582,0.6807364167040862,18.674522,1.0615178,18.644684,1.0437374
NUF2,0.9655056932350972,0.9726088908845981,19.980072,0.8830267,20.032791,0.87527674
NUG1,0.9960928778745256,0.9975303098338572,22.256931,0.79791486,22.261032,0.8285569
NUM1,0.9924090198705068,0.9968567579703638,22.558252,0.53615266,22.419277,0.49536982
NUP1,0.9878321053806653,0.9919173776380781,20.282372,0.7603271,20.307741,0.7082718
NUP100,0.9832551908908238,0.9912438257745847,20.742176,0.54727453,20.74078,0.51645154
NUP116,0.988055369502121,0.9957341715312079,21.384274,0.62165254,21.47972,0.5986998
NUP120,0.9910694351417727,0.9975303098338572,24.491678,0.6824497,24.554224,0.71404856
NUP133,0.9959812458137978,0.9991019308486754,22.213943,0.3457781,22.162313,0.35131493
NUP145,0.9903996427774057,0.9964077233947014,21.697447,0.50409037,21.759886,0.49931452
NUP157,0.9925206519312346,0.9977548271216884,21.306746,0.8013115,21.333326,0.821042
NUP159,0.9976557267247154,0.998652896273013,22.127106,0.5022761,22.149204,0.4778247
NUP170,0.9928555481134181,0.9968567579703638,21.489761,0.625037,21.49439,0.63959104
NUP188,0.9892833221701273,0.994611585092052,21.161371,0.6504713,21.185614,0.6647136
NUP192,0.9848180397410137,0.9948361023798833,21.17123,0.56183136,21.164,0.5887358
NUP2,0.9985487832105381,0.998652896273013,24.84602,0.45473912,24.890192,0.44035468
NUP42,0.4790131725831659,0.44948361023798833,17.827843,0.7541515,17.904625,0.771685
NUP49,0.975440946639875,0.987651549169286,20.797874,0.4598939,20.792805,0.44877857
NUP53,0.9797945970082608,0.99034575662326,20.975225,0.89701605,21.045095,0.87708807
NUP57,0.9960928778745256,0.998652896273013,22.134327,0.69286406,22.18476,0.69256955
NUP60,0.9906229068988613,0.9968567579703638,22.43939,0.5680052,22.437044,0.5690802
NUP82,0.9840366153159187,0.9941625505163898,21.00964,0.7081273,21.008554,0.75957096
NUP84,0.9818039741013619,0.9928154467894028,21.145393,0.46859217,21.129984,0.4471471
NUP85,0.964166108506363,0.96138302649304,21.047026,0.76110035,20.970633,0.73645735
NUR1,0.224715338245144,0.13875168387965872,17.27409,0.8491445,17.17211,0.89316225
NUS1,0.9820272382228176,0.9930399640772339,20.775581,0.5040901,20.85736,0.51453847
NUT1,0.9796829649475329,0.9921418949259093,20.048801,0.88582945,20.029242,0.8409324
NUT2,0.8327751730296942,0.8170184104176021,18.576956,0.895668,18.696709,0.88079286
NVJ1,0.8796606385353873,0.9086214638527167,19.991203,0.7224707,20.134577,0.7836715
NVJ2,0.9888367939272159,0.9964077233947014,21.653103,0.8936626,21.604128,0.89043564
NYV1,0.8321053806653271,0.8224068253255501,20.054182,1.5029784,20.046082,1.4716938
OAC1,0.9985487832105381,0.9991019308486754,23.17864,0.8975301,23.00981,0.74664915
OAF1,0.5939941951328421,0.5460260440053885,17.35434,1.6670794,17.400404,1.570161
OAF3,0.40790354989953115,0.38863942523574313,16.920458,0.5834854,16.99608,0.5831797
OAR1,0.10247823174815807,0.08217332734620565,16.375679,0.47814453,16.35263,0.48047006
OAZ1,0.0,0.0,,,,
OCA1,0.9814690779191784,0.9858554108666367,20.254023,0.9210401,20.242645,0.95288247
OCA2,0.5546997097566421,0.5518634934889987,18.804281,1.124066,18.83592,1.1326334
OCA4,0.961375306988167,0.9530758868432869,19.650276,0.53290606,19.58457,0.55131346
OCA5,0.9216342933690556,0.8852716659182757,18.763098,0.7848092,18.709103,0.7947886
OCA6,0.5989060058048672,0.5673551863493489,18.90123,1.5261981,18.93188,1.5097893
OCH1,0.9181736994864925,0.9591378536147284,20.800411,0.80897987,20.7771,0.78755754
ODC1,0.9732083054253181,0.9851818590031433,21.884874,1.2548603,22.024704,1.2892904
ODC2,0.9949765572672472,0.9975303098338572,23.218872,0.6526375,23.0077,0.57813996
OGG1,0.5171913373520876,0.5920520880107768,17.448261,1.1813587,17.764906,1.204005
OKP1,0.6521544987720473,0.6120341266277504,16.735508,1.1569115,16.704918,1.1237378
OLA1,1.0,1.0,26.481266,0.42452386,26.533041,0.43313134
OLE1,0.9989953114534494,0.9988774135608441,23.833052,0.8108789,23.888098,0.8204036
OLI1,0.013172583165885243,0.03749438706780422,20.249636,1.5157077,20.787563,1.1774809
OM14,0.6709086849743247,0.5312079030085317,20.707237,1.0969288,20.534805,1.0379112
OM45,0.9997767358785443,1.0,24.653185,1.3450449,24.91689,1.3705462
OMA1,0.23375753516409914,0.2312528064660979,19.323162,0.8920579,19.210978,0.7847733
OMS1,0.9586961375306988,0.9818140996856758,19.654903,0.73321503,19.73391,0.6593314
OPI1,0.9531145344943067,0.9346654692411316,20.730917,0.59149843,20.69555,0.7153465
OPI10,0.9435141772717124,0.9687920969914683,19.686052,0.76501167,19.771011,0.7854039
OPI11,0.09444072337575352,0.12034126627750337,20.882053,0.97721577,21.0841,1.1561439
OPI3,0.9878321053806653,0.9928154467894028,22.44451,1.4213057,22.623743,1.4190309
OPT1,0.24525563741906675,0.27346205657835654,17.932741,0.9270619,18.21252,0.983873
OPT2,0.2007144451886582,0.25033677593174675,17.846554,1.2099135,17.78026,1.08378
OPY1,0.9478678276400982,0.9611585092052088,19.457802,0.78638566,19.427418,0.75856274
OPY2,0.1771600803750837,0.1742254153569825,18.16822,1.300017,18.179394,1.2966156
ORC1,0.9068988613529806,0.8673102828917827,17.849087,1.3589652,17.831015,1.2980796
ORC2,0.48839026568430455,0.5103277952402335,17.420382,1.0422449,17.455929,1.1089731
ORC3,0.5839473096673364,0.5184104176021553,16.990665,0.69615877,16.926826,0.66687167
ORC4,0.8590087073007368,0.84171531207903,18.29453,0.70082945,18.273375,0.66559255
ORC5,0.8681625362804197,0.7952402334979793,18.829762,1.2704852,18.92235,1.2399013
ORC6,0.7267247153382451,0.6697350696003592,17.29598,0.61995924,17.321617,0.7010387
ORM1,0.35588300960035724,0.3556353839245622,22.120872,1.2748576,22.277687,1.3291278
ORM2,0.7866711319490958,0.6477323753929053,20.05821,0.8851598,20.000391,0.91042715
ORT1,0.9755525787006029,0.9773237539290526,20.06807,0.7142159,19.9266,0.70843285
OSH2,0.9930788122348738,0.9977548271216884,21.978659,0.67895454,21.920897,0.68161744
OSH3,0.9939718687206965,0.9970812752581949,21.034182,1.0286828,21.010115,1.0274055
OSH6,0.9924090198705068,0.9966322406825325,21.367643,0.57352203,21.508303,0.5755542
OSH7,0.9985487832105381,0.9991019308486754,22.953835,0.6008442,22.860735,0.63636214
OSM1,0.9920741236883233,0.9970812752581949,21.607576,0.6168234,21.576782,0.6466004
OST1,0.8691672248269703,0.892456219128873,21.926147,0.673852,21.840948,0.68190116
OST2,0.9678499665103818,0.9791198922317018,22.146471,0.52186805,22.258005,0.5552503
OST3,0.9848180397410137,0.9955096542433768,21.963837,0.48530364,22.189636,0.52567023
OST5,0.9467515070328199,0.9539739559946115,21.198734,0.60498387,21.093536,0.5633829
OST6,0.6476892163429336,0.6120341266277504,19.107527,0.8646271,19.145199,0.80982065
OSW2,0.00011163206072784104,0.001122586439155815,18.95137,0.0,18.494848,0.48836708
OSW7,0.942397856664434,0.9205208801077683,19.754284,0.7194614,19.658129,0.6830559
OTU1,0.9454119223040858,0.9333183655141446,21.257147,1.0611115,21.222616,1.0707537
OTU2,0.9726501451216789,0.9636281993713516,20.40712,0.7461051,20.307127,0.7401368
OXA1,0.9589194016521545,0.9744050291872475,20.850857,0.6790724,20.985186,0.6825582
OXP1,0.997209198481804,0.998652896273013,21.340685,0.5040055,21.421385,0.5046274
OXR1,0.9716454565751284,0.9813650651100134,20.006723,0.861047,20.119844,0.8630042
OYE2,1.0,1.0,26.263166,0.573932,26.276024,0.50751567
OYE3,0.943067649028801,0.954647507858105,22.035208,1.1371258,22.06408,1.3673121
PAA1,0.9991069435141773,0.9991019308486754,24.477869,0.6059432,24.432636,0.6338578
PAB1,1.0,1.0,26.269697,0.42625374,26.32748,0.42616248
PAC1,0.37642330877428,0.2992815446789403,18.424185,1.2379977,18.442835,1.2248237
PAC10,0.9956463496316142,0.997305792546026,23.436707,0.6744059,23.488945,0.65148795
PAC11,0.48984148247376647,0.5062864840592726,17.230766,1.0081049,17.162663,1.0189363
PAC2,0.07010493413708417,0.0794791198922317,18.884789,0.7527754,18.92322,0.81280375
PAD1,0.33199374860459924,0.30803771890435566,18.093317,1.0178702,17.835497,0.9557184
PAF1,0.9837017191337352,0.9923664122137404,21.156052,0.6893071,21.085735,0.69857085
PAH1,0.9757758428220585,0.9779973057925461,20.469414,0.73245007,20.387203,0.77136606
PAI3,0.8864701942397857,0.9131118096093399,24.473421,1.8647649,24.91117,2.0046706
PAL1,0.9886135298057602,0.9961832061068703,21.1009,1.0383775,21.273605,0.9794246
PAM1,0.9864925206519313,0.9952851369555455,21.22822,1.240578,21.233088,1.2181396
PAM16,0.9837017191337352,0.9928154467894028,21.958048,0.5640759,21.982767,0.57015437
PAM17,0.9048894842598795,0.9250112258643916,21.1144,1.2606941,21.220158,1.3052453
PAM18,0.7628935030140657,0.7667265379434216,19.587122,1.3524666,19.632988,1.4552001
PAN1,0.9988836793927216,0.998652896273013,23.687654,0.6942265,23.726303,0.6945951
PAN2,0.9814690779191784,0.9928154467894028,20.13297,0.82030445,20.07424,0.8299023
PAN3,0.9842598794373744,0.9921418949259093,20.138388,0.7881073,20.143372,0.7772082
PAN5,0.9984371511498102,0.9993264481365065,22.998013,0.4088283,22.847492,0.42818898
PAN6,0.9717570886358562,0.9842837898518186,22.067225,0.51379937,21.939068,0.488903
PAP1,0.9925206519312346,0.9975303098338572,21.435251,0.8179895,21.356516,0.8189417
PAP2,0.9653940611743693,0.954647507858105,20.057312,0.8600577,20.041313,0.8613452
PAR32,0.9889484259879437,0.9961832061068703,21.329557,0.74763376,21.473309,0.73959935
PAT1,0.9979906229068989,0.998652896273013,22.126974,0.46940714,22.239584,0.46492708
PBA1,0.8544317928108953,0.8863942523574315,20.653227,0.9037807,20.705505,0.8289091
PBI2,1.0,1.0,27.085833,1.0014864,27.167776,1.1033034
PBN1,0.9467515070328199,0.9411764705882353,20.036852,0.972021,20.074596,0.90833634
PBP1,0.9994418396963608,1.0,22.538485,0.38886315,22.548311,0.37184817
PBP2,0.8470640768028578,0.7676246070947463,21.03265,1.268405,20.902235,1.2611195
PBP4,0.9930788122348738,0.9979793444095195,22.069511,0.5985639,22.089918,0.5923923
PBS2,0.9905112748381335,0.9961832061068703,22.259945,0.73774457,22.166914,0.757005
PBY1,0.9898414824737665,0.9930399640772339,20.995123,0.7415012,20.920206,0.713696
PCC1,0.9169457468184863,0.8735967669510553,21.102856,0.7686685,21.135971,0.7984891
PCD1,0.4617102031703505,0.5734171531207903,18.355837,0.85068613,18.471039,0.8650378
PCF11,0.9806876534940835,0.9892231701841042,20.577599,0.79303867,20.533573,0.77762187
PCH2,0.0,0.0,,,,
PCI8,0.14355883009600356,0.1317916479568927,16.921944,0.69225395,16.931713,0.692446
PCK1,0.8576691225720027,0.8468792096991469,24.197855,2.9801514,24.287779,3.0160167
PCL1,0.0,0.0,,,,
PCL10,0.011274838133511945,0.007858105074090705,18.364176,0.6087951,18.268524,0.5510211
PCL2,0.0,0.0,,,,
PCL6,0.8935030140656397,0.8704535249214189,18.495382,0.7246567,18.43021,0.7512297
PCL7,0.17146684527796383,0.1329142343960485,16.014477,0.811106,16.092493,0.956287
PCL8,0.4926322839919625,0.50965424337674,17.959305,0.8613663,17.99941,0.8345198
PCM1,0.9974324626032597,0.9993264481365065,22.84367,0.49831548,22.763159,0.47676986
PCP1,0.6620897521768252,0.6717557251908397,18.318693,0.8100918,18.431406,0.86877435
PCS60,0.9992185755749051,1.0,23.940756,0.6984493,23.855476,0.7623874
PCT1,0.9767805313686091,0.9878760664571172,20.792137,0.9219352,20.877718,0.8906573
PDA1,1.0,1.0,25.74155,0.7045912,25.77357,0.71095914
PDB1,0.9998883679392722,1.0,25.908068,0.66923684,25.89953,0.6716259
PDC1,1.0,1.0,30.734797,0.58585894,30.752375,0.66880906
PDC2,0.9623799955347175,0.9672204759766502,19.46621,0.82636976,19.537144,0.746743
PDC5,0.9995534717570886,0.9995509654243376,25.077637,1.6999518,24.437477,1.7986865
PDC6,0.9944183969636079,0.9984283789851819,22.735033,1.4333463,22.612232,1.2692304
PDE1,0.9605938825630721,0.9775482712168837,19.907265,0.9023812,19.997992,0.95281017
PDE2,0.9555704398303193,0.9508307139649753,20.83314,0.84194505,20.70743,0.8959227
PDH1,0.9855994641661086,0.9658733722496632,22.229616,1.4348239,21.851818,1.4509003
PDI1,1.0,1.0,27.170443,0.7357556,27.109728,0.7427668
PDP3,0.17849966510381782,0.1596317916479569,17.509033,1.5857898,17.369457,1.5811616
PDR1,0.9706407680285778,0.9788953749438707,19.748178,1.0646106,19.711704,1.089598
PDR11,0.17805313686090646,0.18410417602155366,18.018814,1.1573492,17.780424,1.1368228
PDR12,0.7119892833221702,0.6998203861697351,20.046066,1.2193507,19.914543,1.0383449
PDR15,0.8383567760660862,0.8913336326897171,19.407846,1.3864825,19.614689,1.3593512
PDR16,0.999330207635633,0.9988774135608441,22.947903,0.6711704,22.881233,0.67787206
PDR17,0.9849296718017415,0.9867534800179614,20.708479,0.8557478,20.694462,0.85762084
PDR3,0.09444072337575352,0.09541984732824428,16.81298,0.61940265,17.0199,0.6746272
PDR5,0.9809109176155392,0.9896722047597665,20.767092,1.1614907,21.057098,1.2645901
PDR8,0.010493413708417058,0.01728783116299955,15.339665,0.63326323,15.595009,0.66796565
PDS1,0.0808216119669569,0.11383026493039965,16.5324,0.8716654,16.812256,0.8391227
PDS5,0.9729850413038624,0.9658733722496632,20.383327,1.0515069,20.33745,1.0661634
PDX1,0.9898414824737665,0.9955096542433768,22.968142,0.7129012,22.894922,0.7869232
PDX3,0.9984371511498102,0.9988774135608441,23.982391,0.37613323,23.996729,0.37421742
PEA2,0.9525563741906675,0.9598114054782219,19.319717,0.97780156,19.32244,0.95863265
PEF1,0.7398972985041304,0.6459362370902559,18.710747,0.9847413,18.650476,0.9498435
PEP1,0.9983255190890824,0.9993264481365065,22.222286,0.4421232,22.175137,0.4790985
PEP12,0.9190667559723152,0.9398293668612483,20.46764,0.6592178,20.438684,0.6802309
PEP3,0.9785666443402545,0.9847328244274809,20.718689,0.5980956,20.674963,0.60044354
PEP4,1.0,1.0,25.817106,0.7955608,26.048552,0.91815746
PEP5,0.9842598794373744,0.991692860350247,21.598076,0.5871955,21.48038,0.61641
PEP7,0.35097119892833223,0.26784912438257746,15.383226,0.9333497,15.354295,0.9706153
PEP8,0.9825853985264568,0.9937135159407274,20.765379,0.4894212,20.78533,0.48391545
PER1,0.06954677383344497,0.07498877413560844,16.569948,0.93516576,16.496029,0.87747777
PER33,0.652377762893503,0.6369555455770094,20.478271,2.219567,20.686268,2.1453176
PES4,0.0,0.0,,,,
PET10,0.9998883679392722,1.0,25.917147,0.9199992,25.871279,1.1666903
PET100,0.4053360125027908,0.3718006286484059,19.876513,0.6368259,20.080782,0.72630566
PET111,0.08271935699933021,0.0673551863493489,17.130663,0.8547569,17.049093,0.8706054
PET112,0.8603482920294708,0.9205208801077683,19.147938,0.7705354,19.31177,0.7592872
PET117,0.1577361018084394,0.16008082622361922,15.700215,1.0279334,15.692617,1.0426705
PET122,0.05481134181736995,0.071621014818141,16.79986,1.0534163,16.667578,0.96882755
PET123,0.9937486045992409,0.998652896273013,22.261143,1.0725965,22.464182,1.0156796
PET127,0.7453672694797946,0.72586439155815,18.150673,0.9070005,18.007698,0.9224585
PET130,0.08037508372404555,0.048944768747193536,16.25761,0.9501769,16.14081,0.9504353
PET18,0.4983255190890824,0.4164795689268074,20.215042,1.6229982,19.65965,1.591483
PET191,0.8126814020986828,0.8473282442748091,19.35194,1.3199123,19.314716,1.3038318
PET20,0.6317258316588524,0.6773686573866188,17.699345,0.8426598,17.783579,0.8068707
PET309,0.6114087966063854,0.5974405029187247,17.04495,0.5177724,17.069067,0.50882787
PET494,0.13831212324179504,0.1104625056129322,15.3412895,1.3309933,15.355222,1.4635737
PET54,0.9795713328868051,0.9892231701841042,20.04345,0.6840934,20.036303,0.6940887
PET8,0.9903996427774057,0.9964077233947014,20.878136,0.465173,20.96158,0.45132923
PET9,1.0,1.0,28.016373,0.7951925,28.064915,0.7747039
PEX1,0.951551685644117,0.9115401885945218,19.60721,0.6711805,19.468292,0.69215435
PEX10,0.0685420852868944,0.049842837898518184,17.852955,0.6259951,17.763857,0.6408371
PEX11,0.9963161419959813,0.9993264481365065,23.356232,0.72952825,23.403791,0.7651867
PEX12,0.1891047108729627,0.16951055231252807,17.886665,0.5387952,17.992523,0.59699726
PEX13,0.525228845724492,0.5116748989672205,17.21744,1.1304374,17.394793,1.180946
PEX14,0.9632730520205403,0.9730579254602605,21.030806,0.6175482,20.948618,0.6258068
PEX15,0.01864255414154945,0.008531656937584195,18.373375,0.64721894,18.355299,0.6489254
PEX17,0.3786559499888368,0.3069151324651998,17.212303,0.84992445,17.249897,0.86268
PEX18,0.012056262558606833,0.00830713964975303,15.763912,0.8550311,15.910295,0.5716434
PEX19,0.9887251618664881,0.9955096542433768,21.830034,0.7657856,21.875452,0.80597234
PEX2,0.6911140879660639,0.7034126627750337,18.4315,0.5981666,18.608473,0.6224208
PEX21,0.03549899531145345,0.028738212842388863,16.440138,1.1738076,16.328663,1.1339344
PEX22,0.18955123911587407,0.1814099685675797,18.292606,0.8355752,18.402489,0.8486479
PEX25,0.9067872292922527,0.8738212842388864,19.46985,0.65460974,19.490646,0.67105216
PEX27,0.13451663317704846,0.13987427031881455,17.181946,0.6568864,17.20894,0.7360368
PEX28,0.002902433578923867,0.01953300404131118,14.881532,0.89068204,15.043552,0.68155473
PEX29,0.7625586068318821,0.7287831162999551,19.012545,0.98703814,19.19266,0.9882655
PEX3,0.8619111408796606,0.8560844185002245,20.017418,1.0212263,20.208364,1.1219995
PEX30,0.9881670015628489,0.9970812752581949,20.558537,0.5519476,20.630192,0.5865828
PEX31,0.800513507479348,0.7352941176470589,19.83217,1.4962296,19.93697,1.4130242
PEX32,0.1696807323063184,0.13246519982038618,19.934044,1.5136598,19.601513,1.4320481
PEX34,0.0,0.0,,,,
PEX4,0.27059611520428667,0.2608890884598114,20.105669,1.2034326,20.170599,1.1842037
PEX5,0.9556820718910471,0.9717108217332735,18.798615,1.0856588,18.835657,1.0649832
PEX6,0.9485376200044653,0.914683430624158,19.09153,0.5468399,18.958487,0.5512902
PEX7,0.9670685420852869,0.9847328244274809,18.643568,0.7370733,18.692421,0.77193654
PEX8,0.7377762893503014,0.786484059272564,19.41224,0.7534505,19.444508,0.6894712
PFA3,0.013395847287340924,0.015267175572519083,18.314085,1.1104017,18.158022,0.99408877
PFA4,0.08774279973208306,0.09317467444993265,15.0138235,0.75994563,15.157362,0.9417578
PFA5,0.0,0.0,,,,
PFD1,0.9805760214333556,0.99034575662326,21.370232,0.43211055,21.395145,0.4678015
PFF1,0.9840366153159187,0.9461158509205209,20.494629,0.67493945,20.04075,0.883746
PFK1,1.0,1.0,26.269714,0.4640729,26.240492,0.41831997
PFK2,1.0,1.0,25.950804,0.54140085,25.979044,0.51883996
PFK26,0.9833668229515516,0.9925909295015716,20.28942,1.1289814,20.383446,1.2100258
PFK27,0.038178164768921635,0.04557700942972609,17.402792,0.6873211,17.670069,0.9958918
PFS2,0.9499888367939272,0.9135608441850023,19.12806,1.1308736,19.017603,1.0480007
PFY1,0.9663987497209199,0.9762011674898967,21.568027,1.9414084,21.540525,1.995916
PGA1,0.08115650814914044,0.0673551863493489,16.450752,0.92803013,16.454782,0.85281724
PGA2,0.8078812234873856,0.8120790300853166,20.557558,0.6002855,20.611746,0.60842764
PGA3,0.9986604152712659,0.9988774135608441,23.226042,0.6929068,23.251686,0.65976554
PGC1,0.9850413038624694,0.9934889986528963,22.99878,0.68540734,22.867159,0.7100224
PGD1,0.8480687653494083,0.8096093399191738,19.744045,0.7786054,19.847422,0.84008825
PGI1,1.0,1.0,27.955055,0.50060385,27.92477,0.480846
PGK1,1.0,1.0,30.037605,0.52096593,30.115608,0.548499
PGM1,0.9970975664210762,0.9988774135608441,22.234644,0.51677084,22.155418,0.45710808
PGM2,1.0,1.0,25.912094,1.0817585,25.984718,0.9525006
PGS1,0.9636079482027238,0.973731477323754,19.297268,0.9418922,19.327438,0.90605
PGU1,0.14344719803527572,0.07139649753030983,22.696579,1.266259,22.50626,1.0395621
PHA2,0.9922973878097789,0.9968567579703638,21.247437,0.61131567,21.320595,0.57736117
PHB1,0.9998883679392722,1.0,24.527473,0.53479713,24.620363,0.553644
PHB2,0.9989953114534494,1.0,23.773317,0.6786124,23.874891,0.6999556
PHD1,0.2614422862246037,0.25392905253704534,15.910983,0.93382305,16.042305,0.9237165
PHM7,0.8024112525117214,0.8947013920071846,20.83036,1.6455649,21.480711,1.8804089
PHM8,0.1955793703951775,0.28491243825774587,18.92538,0.8844645,19.242893,0.9798031
PHO11,0.014288903773163653,0.006286484059272564,16.978828,0.92753726,16.982683,0.8883823
PHO13,0.9994418396963608,1.0,23.363998,0.584912,23.32516,0.58259237
PHO2,0.9730966733645903,0.9519533004041311,20.550745,0.7681191,20.478334,0.7656654
PHO23,0.4819156061620897,0.38123035473731476,17.065704,1.9162494,17.141321,1.8679202
PHO3,0.7941504800178611,0.7997305792546026,23.502361,1.409358,22.914429,1.4004418
PHO4,0.6216789461933467,0.5698248765154917,19.509415,0.7887998,19.295958,0.8245136
PHO5,0.28142442509488724,0.1443646160754378,20.90578,1.6551671,20.813179,1.6563258
PHO8,0.9809109176155392,0.9928154467894028,21.4487,0.64744246,21.500666,0.5423827
PHO80,0.3695021210091538,0.3215087561742254,15.108524,0.88152397,15.103104,0.9124605
PHO81,0.9786782764009824,0.9914683430624158,19.770996,0.72539556,19.745111,0.74922127
PHO84,0.6795043536503684,0.5062864840592726,20.048162,1.4217917,19.859234,1.2912437
PHO85,0.9973208305425318,0.9988774135608441,22.283926,0.4643877,22.30882,0.4311656
PHO86,0.9997767358785443,1.0,23.295797,0.68946075,23.257006,0.708461
PHO87,0.9032150033489619,0.8540637629097441,19.364855,0.80887264,19.315393,0.8266749
PHO88,0.9998883679392722,1.0,25.239286,0.6921187,25.237864,0.6813853
PHO89,0.03293145791471311,0.017512348450830714,18.081007,0.87319,18.077433,0.8279331
PHO90,0.847622237106497,0.8453075886843286,20.712418,1.2696133,20.788755,1.3128688
PHO91,0.9623799955347175,0.9750785810507409,20.62937,0.854127,20.717253,0.810694
PHR1,0.5963384684081268,0.688819039066008,18.80914,1.0704995,18.442469,1.0145031
PHS1,0.8052020540299174,0.7983834755276156,20.7188,1.7702954,20.738436,1.7363153
PIB1,0.4912926992632284,0.5213291423439604,17.575937,1.0779579,17.532011,1.1824391
PIB2,0.9709756642107613,0.9806915132465199,19.801832,1.1581225,19.76728,1.102346
PIC2,0.999330207635633,0.9997754827121689,24.138376,1.1830282,23.932575,1.2661244
PIF1,0.6442286224603706,0.5776829815895824,17.338049,0.81018126,17.36711,0.82269526
PIG2,0.9042196918955124,0.938033228558599,19.38478,1.6305547,19.520638,1.7429261
PIH1,0.9830319267693681,0.9941625505163898,20.459675,0.5616104,20.645134,0.59913033
PIK1,0.989506586291583,0.9952851369555455,20.831202,0.5419731,20.799501,0.5545843
PIL1,1.0,1.0,27.20599,0.9541492,27.36704,0.95560014
PIM1,0.9969859343603483,0.9991019308486754,22.678907,0.4047476,22.81351,0.43000787
PIN2,0.758428220584952,0.7283340817242928,19.48187,1.1307827,19.504452,1.0739657
PIN3,0.9830319267693681,0.9622810956443646,22.008024,0.83542436,21.96977,1.0527601
PIN4,0.9631614199598124,0.9557700942972609,20.583439,0.5285664,20.512861,0.5324369
PIP2,0.5759098012949319,0.5323304894476875,19.309828,0.88662636,19.242601,0.8451104
PIR1,0.6035945523554365,0.5823978446340368,23.648148,1.6504011,23.519066,1.6174413
PIR3,0.44463049787899084,0.3318365514144589,18.196377,1.2040242,18.056427,1.133482
PIS1,0.9995534717570886,0.9995509654243376,23.56539,0.8528603,23.622217,0.83806944
PKC1,0.987385577137754,0.9961832061068703,21.728296,1.4663463,21.792484,1.5213268
PKH1,0.9492074123688323,0.9766502020655591,19.043537,0.9280852,19.268604,0.9841814
PKH2,0.8295378432685867,0.8363268971710822,18.886349,1.448865,18.922077,1.4646816
